Session_ID,Station_ID,Vehicle_ID,Start_Time,End_Time,Energy_Consumed_kWh,Payment_Amount,Charging_Mode,Session_Status
910947,22216,59098,8/18/2023 23:59,8/19/2023 1:06,20.79,252.01,Trickle,Scheduled
910948,16312,51028,9/19/2024 5:16,9/19/2024 6:34,58.5,1178.22,Trickle,Scheduled
910949,25155,55221,12/17/2024 18:49,12/17/2024 20:44,8.26,159.68,Normal,Completed
910950,18272,52060,7/1/2023 0:09,7/1/2023 1:16,7.37,123.31,Trickle,Interrupted
910951,15073,67432,5/10/2023 3:55,5/10/2023 5:48,28.05,627.52,Normal,Completed
910952,17244,67961,6/18/2023 21:14,6/18/2023 22:33,55.54,648.91,Normal,Completed
910953,24609,64987,5/8/2023 8:22,5/8/2023 9:38,11.53,208.12,Normal,Interrupted
910954,20263,63435,4/4/2024 16:01,4/4/2024 17:18,56.47,1135.31,Fast,Interrupted
910955,13686,53279,11/22/2024 14:31,11/22/2024 16:41,29.86,348.71,Trickle,Scheduled
910956,22719,69018,4/2/2024 7:04,4/2/2024 8:11,40.32,782.78,Trickle,Completed
910957,21284,58987,12/24/2023 10:43,12/24/2023 12:37,8.81,137.32,Fast,Interrupted
910958,20189,50010,3/23/2023 4:49,3/23/2023 5:48,11.82,144.34,Fast,Completed
910959,22492,60022,2/7/2024 13:46,2/7/2024 15:49,46.96,1120.86,Fast,Completed
910960,25131,65914,9/11/2023 5:17,9/11/2023 6:20,40.15,482.5,Fast,Interrupted
910961,24336,62887,3/12/2025 15:38,3/12/2025 17:03,17.21,237.96,Fast,Interrupted
910962,29418,54722,11/23/2023 17:30,11/23/2023 20:29,28.82,351.41,Trickle,Interrupted
910963,11580,60123,2/21/2025 11:51,2/21/2025 12:52,37.65,531.48,Fast,Interrupted
910964,24087,61207,8/21/2024 21:42,8/21/2024 23:59,39.73,889.94,Trickle,Completed
910965,23609,50253,5/11/2024 9:48,5/11/2024 11:45,14.8,285.4,Trickle,Completed
910966,19906,61623,7/13/2023 16:22,7/13/2023 18:26,7.17,125.81,Trickle,Completed
910967,29754,55543,3/21/2024 13:45,3/21/2024 15:05,51.67,808.99,Trickle,Scheduled
910968,19478,57228,3/26/2025 2:09,3/26/2025 2:39,21.41,503.96,Trickle,Completed
910969,29861,57378,4/3/2023 11:33,4/3/2023 14:16,56.38,912.4,Normal,Completed
910970,24288,66183,2/23/2024 12:36,2/23/2024 15:09,8.8,136.89,Normal,Completed
910971,18710,64422,8/4/2024 17:43,8/4/2024 20:31,25.85,491.01,Trickle,Completed
910972,25471,68736,11/1/2024 11:27,11/1/2024 12:22,22.34,377.34,Trickle,Completed
910973,27278,54591,3/24/2025 8:51,3/24/2025 10:59,29.46,659.59,Trickle,Interrupted
910974,10440,50478,7/2/2023 0:29,7/2/2023 3:17,45.25,576.93,Trickle,Scheduled
910975,10783,69031,8/3/2024 19:09,8/3/2024 21:58,18.91,247.13,Normal,Scheduled
910976,27720,69040,4/18/2024 4:35,4/18/2024 5:55,20.88,323.91,Normal,Completed
910977,23375,63542,2/13/2024 12:55,2/13/2024 14:27,21.14,395.35,Fast,Scheduled
910978,17055,58364,8/2/2023 16:08,8/2/2023 16:47,54.42,842.33,Trickle,Completed
910979,15705,69408,3/11/2025 16:22,3/11/2025 18:06,30.44,494.73,Normal,Completed
910980,12598,58221,1/30/2023 4:49,1/30/2023 5:45,9.98,225.23,Fast,Interrupted
910981,22502,64660,4/3/2025 10:41,4/3/2025 13:13,30.04,342.11,Trickle,Interrupted
910982,19164,64539,4/23/2024 23:17,4/24/2024 1:14,47.32,804.44,Fast,Completed
910983,27977,60199,10/16/2023 2:11,10/16/2023 2:44,30.99,693.48,Normal,Completed
910984,14140,68612,2/14/2023 2:25,2/14/2023 3:25,58.81,844.45,Trickle,Completed
910985,22117,59640,10/2/2023 23:03,10/3/2023 0:25,27.12,342.8,Normal,Interrupted
910986,25694,54681,1/20/2025 13:05,1/20/2025 13:54,33.74,815.99,Trickle,Completed
910987,22801,66999,4/23/2023 4:40,4/23/2023 6:57,53.13,895.07,Fast,Interrupted
910988,16681,62980,8/29/2024 1:05,8/29/2024 1:43,9.48,165.39,Fast,Scheduled
910989,21586,54675,2/17/2023 10:27,2/17/2023 11:49,41.7,578.52,Trickle,Scheduled
910990,12906,59920,8/15/2023 19:05,8/15/2023 19:56,25.5,583.96,Trickle,Completed
910991,11971,67719,7/20/2023 12:36,7/20/2023 14:11,12.1,133.71,Normal,Scheduled
910992,10129,54488,7/3/2023 17:07,7/3/2023 18:47,42.27,1003.97,Trickle,Completed
910993,23978,69249,2/18/2024 6:14,2/18/2024 7:10,19.04,211.51,Normal,Completed
910994,26812,55030,1/20/2024 9:40,1/20/2024 11:30,34.97,761.43,Normal,Interrupted
910995,18607,61731,5/31/2023 9:27,5/31/2023 11:56,25.51,520.59,Trickle,Scheduled
910996,29274,56846,7/31/2024 12:46,7/31/2024 13:29,9.13,129.01,Trickle,Completed
910997,17866,69338,2/23/2023 18:15,2/23/2023 19:49,29,670.82,Normal,Scheduled
910998,22477,68833,9/20/2024 9:00,9/20/2024 10:36,55.16,817.17,Trickle,Interrupted
910999,26221,53988,11/8/2024 8:33,11/8/2024 10:31,50.6,824.56,Trickle,Scheduled
911000,13966,66489,7/24/2023 15:13,7/24/2023 18:07,48.92,548.01,Normal,Interrupted
911001,19326,63341,3/25/2024 23:31,3/26/2024 0:04,51.02,1047.97,Fast,Interrupted
911002,29838,53236,3/31/2024 18:50,3/31/2024 21:23,36.9,592.6,Fast,Scheduled
911003,14430,69351,3/31/2023 15:10,3/31/2023 17:52,23.21,301.84,Normal,Completed
911004,21331,69894,5/14/2024 6:02,5/14/2024 7:21,31.18,436.82,Normal,Completed
911005,11141,58590,1/24/2024 12:42,1/24/2024 15:36,36.29,756.57,Trickle,Completed
911006,23277,60996,7/16/2024 22:52,7/16/2024 23:29,19.05,443.53,Trickle,Scheduled
911007,19132,63259,12/26/2023 17:01,12/26/2023 18:17,49.05,930.96,Fast,Completed
911008,16796,61577,5/6/2023 6:20,5/6/2023 8:37,26.39,379.15,Fast,Scheduled
911009,11584,63366,10/28/2023 23:55,10/29/2023 2:51,23.72,269.97,Trickle,Interrupted
911010,20839,52043,9/17/2024 7:53,9/17/2024 9:57,56.04,1215.95,Trickle,Completed
911011,14072,58832,8/26/2024 4:38,8/26/2024 5:57,25.86,589.01,Normal,Scheduled
911012,26985,52494,8/3/2023 22:36,8/3/2023 23:17,40.78,627.81,Fast,Completed
911013,12174,61548,2/20/2024 21:51,2/21/2024 0:25,19.08,214.01,Normal,Interrupted
911014,27393,60077,5/13/2024 5:21,5/13/2024 7:08,45.32,1040.35,Normal,Interrupted
911015,18279,52050,7/6/2024 1:45,7/6/2024 3:22,13.14,326.96,Trickle,Scheduled
911016,24998,66182,7/28/2024 22:39,7/29/2024 1:22,35.73,516.84,Normal,Scheduled
911017,25378,59776,1/24/2024 0:38,1/24/2024 2:28,25.72,494.18,Normal,Interrupted
911018,20334,51046,7/28/2024 14:50,7/28/2024 17:49,35.37,396.08,Trickle,Completed
911019,26868,69299,1/14/2025 23:16,1/14/2025 23:56,58.5,980.21,Fast,Interrupted
911020,27248,52911,8/21/2024 20:31,8/21/2024 22:37,15.42,332.84,Trickle,Completed
911021,23804,58162,1/21/2023 16:26,1/21/2023 18:36,15.76,313.6,Trickle,Completed
911022,26553,67545,8/15/2023 19:51,8/15/2023 22:25,56.28,797.45,Normal,Scheduled
911023,29137,59089,7/30/2023 8:16,7/30/2023 9:18,20.46,471.05,Trickle,Completed
911024,22510,63723,12/1/2023 11:04,12/1/2023 12:03,58.55,786.52,Normal,Scheduled
911025,18603,64339,1/24/2025 9:23,1/24/2025 10:21,40.88,487.34,Normal,Interrupted
911026,19664,62819,2/6/2025 9:31,2/6/2025 10:22,18.67,434.41,Trickle,Interrupted
911027,24177,52185,6/23/2023 16:15,6/23/2023 17:00,41.24,795.01,Trickle,Scheduled
911028,21772,63250,4/30/2023 17:59,4/30/2023 18:32,46.55,947.67,Trickle,Interrupted
911029,14011,68911,7/1/2023 0:48,7/1/2023 3:43,13.66,151.72,Fast,Scheduled
911030,14447,50704,6/13/2023 14:18,6/13/2023 15:48,29.91,378.29,Fast,Scheduled
911031,23850,68873,1/27/2024 2:53,1/27/2024 4:20,39.01,818.12,Trickle,Interrupted
911032,18348,51510,10/14/2024 4:11,10/14/2024 4:52,30.82,452.68,Fast,Interrupted
911033,21779,54311,5/20/2023 4:34,5/20/2023 7:16,47.94,1040.7,Fast,Interrupted
911034,17842,68249,1/25/2025 16:16,1/25/2025 16:51,45.19,978.47,Normal,Scheduled
911035,13851,51207,9/11/2023 0:58,9/11/2023 3:09,37.45,909.63,Fast,Scheduled
911036,16284,54671,5/17/2023 13:38,5/17/2023 15:02,57.76,797.41,Normal,Scheduled
911037,20745,66575,3/18/2023 11:53,3/18/2023 13:31,20.47,206.18,Trickle,Interrupted
911038,20071,56775,10/20/2023 16:07,10/20/2023 18:00,11.74,146.34,Fast,Scheduled
911039,16642,59909,10/13/2024 15:53,10/13/2024 17:59,20.06,438.66,Normal,Completed
911040,17789,60884,8/15/2023 18:22,8/15/2023 19:17,57.02,1211.98,Fast,Scheduled
911041,25486,63338,4/20/2023 14:40,4/20/2023 16:20,35.83,808.56,Normal,Scheduled
911042,29700,54705,12/21/2023 3:03,12/21/2023 5:27,45.66,1061.15,Trickle,Interrupted
911043,24163,51158,4/4/2023 0:25,4/4/2023 2:58,39.97,750.09,Normal,Interrupted
911044,26453,63324,10/23/2023 15:46,10/23/2023 16:49,58.29,1208.38,Normal,Completed
911045,24301,51851,3/14/2023 23:40,3/15/2023 0:53,21.49,273.25,Normal,Interrupted
911046,19003,58351,10/9/2024 13:43,10/9/2024 16:09,52.63,1063.93,Normal,Interrupted
911047,22881,54961,5/20/2024 15:55,5/20/2024 17:15,41.36,938.13,Fast,Interrupted
911048,12594,51940,6/5/2023 23:45,6/6/2023 0:16,19.76,288.69,Trickle,Scheduled
911049,20732,52928,2/3/2023 14:22,2/3/2023 15:58,31.51,346.96,Trickle,Completed
911050,12130,67987,6/3/2023 0:09,6/3/2023 1:50,47.88,666.94,Trickle,Completed
911051,19347,52107,11/2/2023 21:49,11/2/2023 23:17,24.16,363.64,Fast,Scheduled
911052,25597,66275,5/16/2023 12:16,5/16/2023 13:08,32.16,473.44,Trickle,Scheduled
911053,27599,66530,9/8/2024 18:34,9/8/2024 20:06,46.12,1054.5,Normal,Scheduled
911054,21795,64091,10/11/2023 16:41,10/11/2023 19:14,48.29,671.68,Trickle,Interrupted
911055,15985,56829,7/4/2024 15:17,7/4/2024 18:16,15.58,370.67,Fast,Interrupted
911056,16122,62564,12/7/2024 16:05,12/7/2024 17:31,30.08,381.43,Fast,Interrupted
911057,28370,57304,2/20/2024 4:11,2/20/2024 6:46,46.02,845.9,Normal,Scheduled
911058,22489,58344,12/24/2023 19:16,12/24/2023 20:24,32.89,364.41,Normal,Interrupted
911059,12759,52434,5/6/2024 11:49,5/6/2024 14:40,10.49,180.89,Normal,Scheduled
911060,10629,59454,10/26/2024 15:20,10/26/2024 17:22,52.39,937.11,Trickle,Completed
911061,19581,63384,11/22/2024 8:00,11/22/2024 10:12,23.12,324.96,Trickle,Scheduled
911062,19292,50349,1/27/2023 12:11,1/27/2023 14:21,19.09,251.28,Trickle,Scheduled
911063,12295,63200,10/28/2024 2:18,10/28/2024 3:10,15.67,193.86,Trickle,Interrupted
911064,29206,50182,7/28/2023 18:12,7/28/2023 20:42,13.84,268.11,Fast,Interrupted
911065,26273,50494,1/15/2025 4:53,1/15/2025 7:46,11.55,282.05,Normal,Interrupted
911066,19176,57745,3/11/2024 18:05,3/11/2024 19:16,23.99,241.65,Trickle,Scheduled
911067,28522,53418,2/3/2023 3:36,2/3/2023 5:37,7.36,99.9,Trickle,Scheduled
911068,18554,61220,10/17/2024 13:39,10/17/2024 15:57,5.61,75.42,Trickle,Scheduled
911069,12127,57793,1/27/2025 13:17,1/27/2025 14:00,23.33,332.46,Trickle,Completed
911070,11167,59563,1/4/2025 2:18,1/4/2025 3:49,10.59,255.69,Trickle,Interrupted
911071,25092,60878,2/3/2023 3:16,2/3/2023 5:10,37.8,893.31,Trickle,Interrupted
911072,12607,64042,7/15/2023 21:59,7/15/2023 23:43,16.13,320.3,Fast,Scheduled
911073,28865,65858,3/3/2025 18:46,3/3/2025 21:41,25.76,480.15,Trickle,Scheduled
911074,20223,66886,8/12/2023 8:10,8/12/2023 9:42,27.93,595.2,Trickle,Scheduled
911075,18078,63095,10/19/2024 8:40,10/19/2024 10:59,30.24,355.73,Normal,Scheduled
911076,14735,61415,2/27/2024 0:00,2/27/2024 0:51,33.27,581.13,Normal,Scheduled
911077,19328,67522,6/19/2023 13:03,6/19/2023 14:50,17.45,415.91,Trickle,Completed
911078,13415,58116,2/10/2025 14:02,2/10/2025 15:52,46.59,896.7,Trickle,Completed
911079,11916,62368,4/29/2023 18:51,4/29/2023 19:41,28.2,382.54,Trickle,Scheduled
911080,29001,63588,8/4/2023 18:04,8/4/2023 18:51,13.96,220.79,Normal,Interrupted
911081,23003,52649,9/26/2023 15:28,9/26/2023 16:03,52.08,811.96,Trickle,Interrupted
911082,29314,63542,8/17/2023 2:58,8/17/2023 4:12,7.98,173.62,Trickle,Completed
911083,22763,59262,1/4/2025 1:10,1/4/2025 3:59,59.57,690.69,Fast,Interrupted
911084,14987,51724,9/16/2023 3:59,9/16/2023 4:50,37.95,680.8,Trickle,Completed
911085,27992,60026,4/12/2023 2:36,4/12/2023 4:39,29.92,651.33,Fast,Completed
911086,17387,69196,2/23/2023 12:44,2/23/2023 15:16,23.04,512.61,Normal,Completed
911087,18666,50020,3/6/2025 20:24,3/6/2025 21:00,42.58,448,Normal,Interrupted
911088,25944,58206,9/16/2024 12:37,9/16/2024 13:35,49.11,732.42,Fast,Completed
911089,26792,52446,12/14/2024 16:51,12/14/2024 17:49,10.64,262.04,Trickle,Scheduled
911090,25915,52751,5/15/2023 19:27,5/15/2023 20:40,19.1,285.95,Normal,Completed
911091,19257,61301,11/7/2024 17:58,11/7/2024 19:10,15.21,234.7,Fast,Completed
911092,18075,66793,1/14/2025 5:53,1/14/2025 8:12,8.66,208.01,Trickle,Interrupted
911093,27392,60771,6/7/2023 1:42,6/7/2023 2:54,19.66,220.57,Fast,Completed
911094,17229,64793,7/2/2023 23:14,7/2/2023 23:52,37.13,665.77,Trickle,Scheduled
911095,29721,50153,3/9/2024 13:09,3/9/2024 15:53,50.36,835.27,Fast,Interrupted
911096,28804,68503,6/3/2023 13:14,6/3/2023 14:02,15.78,371.04,Trickle,Scheduled
911097,23952,65711,2/5/2023 5:01,2/5/2023 7:48,41.43,963.63,Trickle,Completed
911098,25870,64502,9/19/2023 22:37,9/20/2023 1:16,40.35,908.59,Trickle,Completed
911099,16214,53780,9/13/2024 22:12,9/14/2024 1:07,54.42,566.05,Trickle,Completed
911100,12955,54927,12/18/2023 5:25,12/18/2023 6:35,16.96,392.49,Fast,Interrupted
911101,26785,69966,11/15/2023 2:17,11/15/2023 3:18,58.58,868.64,Normal,Scheduled
911102,24228,59055,11/2/2024 11:51,11/2/2024 14:34,31.31,634.11,Normal,Completed
911103,17452,58341,2/5/2025 12:09,2/5/2025 13:50,34.78,804.8,Fast,Completed
911104,29085,68652,9/5/2023 14:08,9/5/2023 16:46,29.12,573.2,Normal,Interrupted
911105,24395,64759,10/6/2024 17:30,10/6/2024 18:13,20.84,398.39,Trickle,Completed
911106,11783,56629,11/11/2024 15:28,11/11/2024 16:43,44.22,495.81,Trickle,Completed
911107,26527,61541,10/5/2023 13:08,10/5/2023 14:07,59.83,1263.14,Trickle,Scheduled
911108,22671,57088,2/25/2024 21:02,2/25/2024 22:04,18.05,344.24,Fast,Scheduled
911109,26759,65103,1/1/2025 23:41,1/2/2025 2:10,58.62,702.85,Fast,Interrupted
911110,18613,65562,7/21/2023 4:48,7/21/2023 6:00,48.34,839.65,Trickle,Scheduled
911111,18154,69620,7/26/2023 7:02,7/26/2023 9:17,29.53,494.11,Fast,Interrupted
911112,16503,67046,12/23/2024 19:42,12/23/2024 22:31,40.47,516.19,Normal,Completed
911113,18839,63060,1/20/2023 14:13,1/20/2023 16:28,19.49,433,Fast,Scheduled
911114,23493,67945,8/31/2024 22:57,9/1/2024 0:29,29.35,455.56,Normal,Completed
911115,23483,66584,7/2/2023 7:58,7/2/2023 8:41,54.13,1136.53,Normal,Interrupted
911116,28553,57353,12/26/2023 18:53,12/26/2023 19:36,24,349.86,Trickle,Scheduled
911117,20020,67783,8/30/2024 22:43,8/31/2024 0:12,18.24,428.8,Fast,Interrupted
911118,13948,68167,11/23/2024 22:29,11/23/2024 23:56,40.23,860.96,Trickle,Scheduled
911119,20280,59183,7/12/2024 15:12,7/12/2024 17:57,7.16,102.04,Normal,Interrupted
911120,19031,63143,2/3/2023 1:57,2/3/2023 4:56,27.5,620.35,Fast,Scheduled
911121,13681,57173,9/27/2024 2:56,9/27/2024 5:30,26.89,412.07,Normal,Interrupted
911122,15526,63850,5/7/2023 18:51,5/7/2023 19:53,17.6,316.92,Normal,Interrupted
911123,29553,67284,11/14/2023 0:55,11/14/2023 2:51,9.38,198.38,Fast,Completed
911124,26946,51894,7/24/2024 7:48,7/24/2024 10:43,31.93,573.38,Normal,Interrupted
911125,17429,55813,5/6/2023 12:56,5/6/2023 15:34,23.39,558.23,Fast,Scheduled
911126,16140,68009,1/3/2025 21:51,1/3/2025 22:42,53,1234.7,Trickle,Completed
911127,12886,64272,11/17/2024 0:21,11/17/2024 0:51,48.79,1047.62,Fast,Interrupted
911128,12346,66427,1/13/2023 12:54,1/13/2023 13:42,28.17,594.63,Fast,Scheduled
911129,25955,69070,4/22/2024 15:35,4/22/2024 16:32,28.03,591.75,Normal,Interrupted
911130,17251,64879,6/13/2023 9:23,6/13/2023 11:24,24.9,445.33,Normal,Interrupted
911131,14515,58027,6/23/2024 17:56,6/23/2024 18:33,58.07,1006.52,Normal,Scheduled
911132,28841,54193,6/9/2023 3:59,6/9/2023 6:06,47.3,772.03,Fast,Completed
911133,11110,56732,8/30/2024 12:58,8/30/2024 14:25,6.25,71.8,Normal,Scheduled
911134,12199,65437,11/15/2024 3:42,11/15/2024 5:38,59.44,900.96,Fast,Completed
911135,17753,60512,4/22/2023 15:35,4/22/2023 17:07,33.62,402.58,Fast,Completed
911136,22992,67140,10/1/2023 18:36,10/1/2023 19:41,44.52,600.16,Normal,Interrupted
911137,27451,66191,1/4/2024 7:32,1/4/2024 10:23,23.09,394.23,Normal,Interrupted
911138,10381,55302,8/5/2024 21:56,8/5/2024 23:40,51.84,536.86,Fast,Interrupted
911139,14834,54730,6/13/2024 8:55,6/13/2024 10:10,31.44,582.95,Normal,Interrupted
911140,15160,63914,10/1/2023 3:53,10/1/2023 6:21,42.76,1009.96,Fast,Completed
911141,10158,55237,3/13/2024 20:56,3/13/2024 22:11,55.27,814.27,Normal,Scheduled
911142,23290,53983,12/2/2024 3:58,12/2/2024 5:31,26.88,269.72,Trickle,Completed
911143,27743,60959,1/11/2025 17:35,1/11/2025 18:54,45.33,1036.18,Trickle,Completed
911144,10274,65228,7/27/2023 0:57,7/27/2023 2:01,22.8,487.38,Trickle,Completed
911145,11808,59263,12/13/2024 16:02,12/13/2024 17:13,19.45,305.16,Fast,Scheduled
911146,25005,66810,1/23/2025 20:37,1/23/2025 23:06,44.56,693.9,Normal,Completed
911147,20335,60932,6/1/2023 12:16,6/1/2023 13:56,28.4,511.72,Fast,Interrupted
911148,12138,61816,8/31/2024 20:51,8/31/2024 22:51,35.19,671.52,Normal,Completed
911149,13507,57594,12/5/2023 3:21,12/5/2023 6:00,58.09,995.75,Fast,Scheduled
911150,19562,58452,12/14/2024 8:09,12/14/2024 10:37,50.21,871.81,Normal,Scheduled
911151,24791,53669,2/27/2024 4:00,2/27/2024 5:47,58.82,1135,Trickle,Completed
911152,28253,66028,3/28/2023 7:23,3/28/2023 10:20,12.23,191.75,Normal,Scheduled
911153,20591,57648,7/31/2023 2:10,7/31/2023 4:55,6.62,116.61,Normal,Interrupted
911154,11288,50154,4/6/2024 22:11,4/6/2024 23:48,14.23,311.09,Fast,Scheduled
911155,13198,65031,11/18/2023 15:30,11/18/2023 18:14,18.92,398.42,Normal,Scheduled
911156,29454,68132,5/22/2023 0:23,5/22/2023 3:14,57.19,1131.94,Normal,Interrupted
911157,20437,63760,1/31/2023 13:49,1/31/2023 15:55,13.9,265.32,Trickle,Interrupted
911158,10336,65369,3/19/2023 13:29,3/19/2023 14:14,37.87,425.96,Fast,Scheduled
911159,24140,53625,11/16/2024 21:20,11/16/2024 23:31,20.42,368.64,Trickle,Interrupted
911160,27205,64774,6/6/2023 14:25,6/6/2023 15:49,31.86,393.05,Trickle,Completed
911161,21614,65730,4/26/2024 6:03,4/26/2024 8:42,57.06,1048.84,Fast,Scheduled
911162,20721,66583,3/5/2023 1:40,3/5/2023 4:01,50.31,641.68,Trickle,Completed
911163,12605,63050,6/24/2024 7:12,6/24/2024 9:58,6.34,152.44,Normal,Interrupted
911164,26503,67290,7/11/2024 14:13,7/11/2024 16:20,7.69,103.17,Normal,Completed
911165,10104,55365,9/8/2023 3:31,9/8/2023 4:19,54.66,1183.88,Fast,Interrupted
911166,14414,57395,12/15/2023 7:18,12/15/2023 9:44,59.7,1256.55,Fast,Scheduled
911167,25744,54439,1/14/2023 22:36,1/14/2023 23:47,10.26,125.23,Normal,Completed
911168,24041,54715,9/29/2024 16:02,9/29/2024 18:00,49.83,1184.94,Fast,Interrupted
911169,29362,62621,2/14/2024 6:47,2/14/2024 7:31,35.65,434.77,Normal,Completed
911170,25925,57661,4/11/2023 22:50,4/11/2023 23:55,9.51,109.45,Normal,Completed
911171,17353,52380,9/16/2024 16:12,9/16/2024 17:01,41.58,483.14,Trickle,Interrupted
911172,15718,65263,10/23/2023 21:51,10/24/2023 0:08,48.72,971.91,Trickle,Completed
911173,21695,50789,11/8/2024 11:14,11/8/2024 11:49,12.3,212.68,Fast,Scheduled
911174,25665,57555,9/27/2024 13:14,9/27/2024 15:26,18.88,467.59,Normal,Completed
911175,19215,66482,1/3/2025 2:35,1/3/2025 4:53,48.54,1107.51,Fast,Completed
911176,10372,53741,7/18/2023 8:23,7/18/2023 8:58,34.54,368.5,Fast,Scheduled
911177,29895,65717,11/20/2024 14:59,11/20/2024 15:36,26.73,362.75,Trickle,Completed
911178,19270,59861,2/17/2024 0:43,2/17/2024 2:37,32.93,634.04,Fast,Interrupted
911179,10841,66863,7/3/2023 4:32,7/3/2023 5:21,18.92,332.77,Fast,Completed
911180,13382,60198,12/14/2023 8:43,12/14/2023 9:20,35.85,521.6,Normal,Completed
911181,21864,61023,6/19/2024 15:31,6/19/2024 17:51,44.23,718.72,Trickle,Completed
911182,10508,65818,12/6/2024 4:08,12/6/2024 6:52,57.44,728.97,Fast,Interrupted
911183,14838,51602,10/6/2024 14:59,10/6/2024 15:31,20.26,424.91,Normal,Scheduled
911184,26042,54557,9/16/2024 11:03,9/16/2024 14:00,30.31,427.33,Trickle,Interrupted
911185,18535,57756,10/26/2024 5:38,10/26/2024 7:25,52.55,1013.36,Trickle,Completed
911186,18445,63893,1/15/2023 3:10,1/15/2023 5:18,12.04,259.33,Normal,Scheduled
911187,18285,56087,2/29/2024 17:13,2/29/2024 19:31,5.25,81.69,Trickle,Scheduled
911188,22446,66916,1/9/2024 19:31,1/9/2024 21:04,52.09,951.77,Fast,Completed
911189,18442,53803,3/16/2023 16:17,3/16/2023 18:20,16.87,218.05,Normal,Completed
911190,17119,61295,9/1/2024 20:19,9/1/2024 22:16,30.28,640.39,Trickle,Interrupted
911191,10251,66978,1/28/2025 5:50,1/28/2025 6:23,42.26,923.16,Trickle,Interrupted
911192,17190,52413,7/11/2023 5:15,7/11/2023 6:57,9.03,144.85,Fast,Interrupted
911193,28691,53320,11/3/2024 8:44,11/3/2024 11:21,16.57,343.82,Normal,Scheduled
911194,16895,61302,7/29/2024 12:40,7/29/2024 13:46,32.55,748.94,Trickle,Scheduled
911195,23317,51106,1/25/2023 14:26,1/25/2023 17:04,36.86,654.35,Fast,Scheduled
911196,25632,65066,1/27/2023 23:20,1/28/2023 1:19,59.25,1470.96,Normal,Interrupted
911197,26885,63588,5/24/2024 14:02,5/24/2024 16:53,13.13,177.03,Normal,Scheduled
911198,27272,67420,12/23/2024 7:00,12/23/2024 9:14,26.54,345.77,Normal,Scheduled
911199,15118,57203,10/3/2023 11:30,10/3/2023 13:28,49.31,502.71,Trickle,Interrupted
911200,10506,54888,4/3/2025 1:44,4/3/2025 3:48,57.09,976.38,Trickle,Completed
911201,20054,65806,3/19/2025 0:51,3/19/2025 2:41,27.38,549.82,Fast,Interrupted
911202,29237,65485,10/14/2024 3:34,10/14/2024 6:07,32.04,798.93,Trickle,Interrupted
911203,15046,59489,8/16/2024 9:34,8/16/2024 10:25,46.86,579.47,Trickle,Completed
911204,15689,55141,8/1/2023 4:41,8/1/2023 5:46,5.07,52.33,Trickle,Completed
911205,12384,59427,10/13/2023 10:47,10/13/2023 12:31,6.6,123.72,Fast,Scheduled
911206,25030,58241,4/26/2023 10:33,4/26/2023 11:42,52.63,1096.89,Trickle,Completed
911207,23596,64065,2/25/2023 7:42,2/25/2023 9:42,28.34,669.81,Fast,Scheduled
911208,15251,65101,9/20/2024 21:07,9/20/2024 22:04,40.73,453.78,Fast,Scheduled
911209,23190,63925,6/1/2023 18:16,6/1/2023 18:55,15.93,195.95,Trickle,Completed
911210,28461,65777,1/5/2023 9:32,1/5/2023 12:28,46.71,780.78,Normal,Interrupted
911211,13623,68513,5/30/2024 2:31,5/30/2024 3:48,41.8,889.84,Fast,Interrupted
911212,13251,51611,1/1/2023 1:22,1/1/2023 3:33,10.88,215.17,Normal,Scheduled
911213,27545,51678,6/11/2023 16:36,6/11/2023 19:30,16.64,372.66,Trickle,Scheduled
911214,29880,50502,8/21/2023 16:49,8/21/2023 19:06,26.97,353.12,Trickle,Interrupted
911215,22878,68331,1/19/2023 4:45,1/19/2023 5:29,17.19,411.04,Normal,Scheduled
911216,14987,60596,7/18/2024 16:20,7/18/2024 17:46,17.55,370.57,Normal,Scheduled
911217,15980,62442,9/6/2024 21:49,9/6/2024 23:36,57.77,910.6,Fast,Scheduled
911218,21167,51322,8/12/2023 3:45,8/12/2023 5:29,38.63,507.5,Trickle,Interrupted
911219,14672,53251,1/30/2025 23:08,1/31/2025 1:20,21.93,514.71,Fast,Interrupted
911220,13287,55633,2/16/2025 11:37,2/16/2025 13:48,16.86,400.13,Trickle,Interrupted
911221,17307,50865,11/30/2024 20:21,11/30/2024 21:15,43.77,800.46,Normal,Scheduled
911222,20826,58033,11/6/2024 5:03,11/6/2024 7:21,45.39,895.89,Normal,Interrupted
911223,15830,51827,1/6/2024 14:49,1/6/2024 16:46,55.26,1036.36,Trickle,Scheduled
911224,11716,60187,2/3/2024 1:58,2/3/2024 4:33,43.34,823.95,Fast,Interrupted
911225,10709,67536,5/24/2024 23:26,5/25/2024 1:32,25.81,309.22,Fast,Scheduled
911226,14902,65945,2/3/2025 5:13,2/3/2025 6:30,16.71,216.99,Trickle,Scheduled
911227,26148,50750,11/6/2023 7:58,11/6/2023 9:13,50.62,686.98,Trickle,Scheduled
911228,27417,63926,3/7/2025 11:55,3/7/2025 13:06,43.89,1001.9,Trickle,Completed
911229,19758,53311,2/6/2025 4:41,2/6/2025 5:49,50.94,890.57,Normal,Interrupted
911230,14545,61011,9/24/2023 9:23,9/24/2023 10:35,15.22,276.75,Normal,Interrupted
911231,24223,60386,4/24/2024 21:23,4/24/2024 23:11,30.03,561.61,Fast,Completed
